OSE Building ID,Data Year,Building Name,Building Type,Address,City,State,Zip Code,Latitude,Longitude,Neighborhood,Council District Code,Year Built,Numberof Floors,Property GFA Total,PropertyGFABuilding(s),Property GFA Parking,Primary Property Type,ENERGYSTAR Score,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Largest Property Use Type,Largest Property Use Type GFA,Second Largest Property Use Type,Second Largest Property Use Type GFA,Third Largest Property Use Type,Third Largest Property Use Type GFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPA Building Sub Type Name,Compliance Issue,Compliance Status,Electricity(kBtu),NaturalGas(kBtu),GHG Emissions Intensity,Total Ghg Emissions
107,2018,CITY PLACE IV (Ruby/Dawson),NonResidential,301 BOREN AVE N,SEATTLE,WA,98109,47.62112,-122.33629,LAKE UNION,7,2010,12,571329,571329,0,Office,88,60.299999237,60.200000763,37659228,37603100,149.399993896,149.100006104,Office,598801,Parking,310699,Other,26203,8994728,0,69131,Office,No Issue,Compliant,30690012,6913089,0.8,449.1
110,2018,EXHIBITION HALL - SEATTLE CENTER,Nonresidential COS,301 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1962,2,52000,52000,0,Social/Meeting Hall,,51.200000763,50.799999237,2812517,2793789,116,115.5,Social/Meeting Hall,54981,,,,,557268,732210,0,Social/Meeting Hall,No Issue,Compliant,1901399,0,0.8,44
112,2018,MCCAW HALL - SEATTLE CENTER,Nonresidential COS,225 MERCER ST,SEATTLE,WA,98109,47.62395,-122.35143,MAGNOLIA / QUEEN ANNE,1,1928,2,262048,262048,0,Other,,78.099998474,77.5,23115938,22925618,168.699996948,166.699996948,Other,296000,,,,,4148040,5634930,5807,Other,No Issue,Compliant,14153112,580726,1.4,368.2
113,2018,KCTS 9,NonResidential,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,MAGNOLIA / QUEEN ANNE,7,1986,2,66240,63888,2352,Office,,77.199996948,77.199996948,4294517,4294517,216.100006104,216.100006104,Office,45900,Data Center,5181,Distribution Center,4551,1258651,0,0,Office,No Issue,Compliant,4294517,0,0.2,11.5
114,2018,BILL & MELINDA GATES FOUNDATION,NonResidential,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,MAGNOLIA / QUEEN ANNE,7,2010,6,920598,616891,303707,Office,83,49.900001526,49.5,36720756,36406928,116,116.199996948,Office,729584,Parking,185014,Other,6000,7913267,0,94069,Office,No Issue,Compliant,27000067,9406863,0.9,571.7
115,2018,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,NonResidential,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,7,1970,4,76213,50283,25930,Office,63,63.700000763,62.5,3244416,3185760,153.300003052,152.100006104,Office,48546,Parking,21454,Other,2406,737629,0,6690,Office,No Issue,Compliant,2516791,668970,0.8,42.2
116,2018,THE MEDITERRANEAN INN,NonResidential,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,MAGNOLIA / QUEEN ANNE,1,2002,6,127200,81560,45640,Hotel,65,69.099998474,68.900001526,5637579,5621753,127.199996948,126.599998474,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,740931,0,30937,Hotel,No Issue,Compliant,2528057,3093696,2.1,171.1
117,2018,UNIVERSITY INN,NonResidential,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,NORTHEAST,1,1962,4,71403,60953,10450,Hotel,34,88,87.400001526,5361037,5329954,151.300003052,150.800003052,Hotel,52953,Restaurant,8000,Parking,0,601690,0,32770,Hotel,No Issue,Compliant,2052966,3276988,2.9,179.5
118,2018,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SPS-District K-12,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,DELRIDGE NEIGHBORHOODS,1,1999,3,74468,74468,0,K-12 School,82,27.200000763,26.700000763,2046344,2012943,66.599998474,65.300003052,K-12 School,75364,,,,,470821,0,4065,K-12 School,No Issue,Compliant,1606440,406503,0.3,25.9
119,2018,ST JOSEPH K-8 SCHOOL,NonResidential,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,EAST,1,1923,3,67743,67743,0,K-12 School,19,53.799999237,50.700000763,3642282,3435753,100.099998474,96.199996948,K-12 School,67743,,,,,487332,0,17730,K-12 School,No Issue,Compliant,1662776,1772976,1.5,98.6
120,2018,HOLY NAMES ACADEMY,NonResidential,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,EAST,1,1908,6,194104,194104,0,K-12 School,91,37.700000763,35.5,7662556,7205274,58.5,55.799999237,K-12 School,203004,,,,,630600,0,50537,K-12 School,No Issue,Compliant,2151608,5053665,1.4,274.1
121,2018,THE 2100 BUILDING,NonResidential,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,SOUTHEAST,3,2003,3,99433,63681,35752,Office,53,81.599998474,80.5,5195504,5128164,228.399993896,225.5,Office,63681,Parking,35752,,,1502979,0,0,Office,No Issue,Compliant,5128164,0,0.2,13.7
122,2018,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,SOUTHEAST,1,1991,2,60725,60725,0,K-12 School,47,35.400001526,34,2152186,2061667,99.199996948,95.099998474,K-12 School,60725,,,,,604240,0,0,K-12 School,No Issue,Compliant,2061666,0,0.1,5.5
125,2018,MERCER MIDDLE (SPS-DISTRICT),SPS-District K-12,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,GREATER DUWAMISH,1,1957,1,130862,130862,0,K-12 School,59,49.700000763,47.099998474,6921308,6554594,79.599998474,76.099998474,K-12 School,139310,,,,,622792,0,44296,K-12 School,No Issue,Compliant,2124965,4429630,1.8,240.9
127,2018,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,SOUTHEAST,2,1989,3,59955,59955,0,K-12 School,71,26.899999619,26.299999237,1614727,1575261,71.199996948,69.599998474,K-12 School,59955,,,,,422345,0,1342,K-12 School,No Issue,Compliant,1441041,134220,0.2,11
130,2018,MCCLURE MIDDLE (SPS-DISTRICT),SPS-District K-12,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,MAGNOLIA / QUEEN ANNE,7,1964,2,93218,93218,0,K-12 School,73,32.5,31.100000381,3034159,2900274,61,59.5,K-12 School,93218,,,,,419215,0,14699,K-12 School,No Issue,Compliant,1430360,1469914,0.9,81.9
131,2018,CENTURYLINK: LAKEVIEW MAIN,NonResidential,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,NORTHEAST,1,1941,4,56521,56521,0,Other,,109.199996948,109.199996948,5352058,5352058,305.799987793,305.799987793,Other,49000,,,,,1568599,0,0,Other,No Issue,Compliant,5352060,0,0.3,14.3
132,2018,ROOSEVELT SQUARE,NonResidential,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,NORTHEAST,1,1929,2,228385,128315,100070,Other,,125.699996948,126,16260586,16303865,319.799987793,321.399993896,Other,129396,Parking,0,,,4097607,0,23228,Other,No Issue,Compliant,13981035,2322829,1.3,160.7
135,2018,CERTAINTEED WAREHOUSE,NonResidential,5931 E MARGINAL WAY S,SEATTLE,WA,98134,47.54854,-122.33651,GREATER DUWAMISH,2,1999,1,50294,50294,0,Manufacturing/Industrial Plant,,,,,,,,Manufacturing/Industrial Plant,179380,Non-Refrigerated Warehouse,70000,,,0,0,0,Manufacturing/Industrial Plant,High Outlier - EUI,Account Requires Verification,0,0,0,0
136,2018,HOLIDAY INN EXPRESS - SEATTLE NORTH,NonResidential,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,NORTHWEST,5,2001,4,51390,51390,0,Hotel,84,79.400001526,79.400001526,4082248,4082248,132.699996948,132.699996948,Hotel,51390,Parking,0,,,424105,0,26352,Hotel,No Issue,Compliant,1447046,2635202,2.8,143.8
137,2018,BROADVIEW THOMSON K-8 (SPS-DISTRICT),SPS-District K-12,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,NORTHWEST,1,1963,2,131013,131013,0,K-12 School,91,34.200000763,33.900001526,4513635,4472441,57,56.599998474,K-12 School,131909,,,,,464426,0,28878,K-12 School,No Issue,Compliant,1584621,2887820,1.2,157.6
138,2018,INGRAHAM HIGH (SPS-DISTRICT),SPS-District K-12,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,NORTHWEST,1,1959,1,245587,245587,0,K-12 School,90,41.099998474,40.599998474,10250726,10121895,65.900001526,65.300003052,K-12 School,249171,,,,,946489,0,68925,K-12 School,No Issue,Compliant,3229420,6892475,1.5,374.7
139,2018,7066-Seattle-Northgate,NonResidential,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,NORTHWEST,1,2002,3,69138,69138,0,Hotel,84,42.799999237,42.599998474,3020059,3010748,88,87.800003052,Hotel,70609,,,,,509217,0,12733,Hotel,No Issue,Compliant,1737448,1273300,1,72.3
140,2018,B F DAY ELEMENTARY (SPS-DISTRICT),SPS-District K-12,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,LAKE UNION,1,1991,3,66588,66588,0,K-12 School,79,25.399999619,24.799999237,1693095,1652397,71.199996948,69.5,K-12 School,66588,,,,,484290,0,0,K-12 School,No Issue,Compliant,1652396,0,0.1,4.4
141,2018,HUGHES ELEMENTARY SCHOOL - Under Construction until 2019,SPS-District K-12,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,DELRIDGE NEIGHBORHOODS,1,1926,3,50662,50662,0,K-12 School,,,,,,,,K-12 School,47307,,,,,0,0,3216,K-12 School,Missing EUI or Electricity Data,Not Compliant,0,321638,0.3,17.1
144,2018,ALEXIS HOTEL,NonResidential,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,DOWNTOWN,1,1904,5,190980,190980,0,Hotel,98,36.900001526,36.599998474,7047188,6986186,85.5,84.599998474,Hotel,169037,Enclosed Mall,21943,,,1476532,0,19483,Hotel,No Issue,Compliant,5037927,1948259,0.6,116.9
145,2018,BENAROYA HALL,Nonresidential COS,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,DOWNTOWN,1,1998,6,174000,174000,0,Mixed Use Property,,96.300003052,95.599998474,16604994,16476084,205.800003052,206,Performing Arts,163031,Parking,153719,Social/Meeting Hall,9380,2895001,6118126,4802,Mixed Use Property,No Issue,Compliant,9877743,480213,2.2,377.1
147,2018,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,Campus,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,BALLARD,1,1954,5,451526,302661,148865,Hospital (General Medical & Surgical),33,,210.199996948,,63605736,,401.200012207,Hospital (General Medical & Surgical),302661,Parking,148865,,,9151495,0,323808,Hospital (General Medical & Surgical),No Issue,Compliant,31224901,32380834,6,1803.1
148,2018,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,5601 5TH AVE NW,SEATTLE,WA,98107,47.6706,-122.36225,SHARED: BALLARD &amp; NORTHWEST,6,1991,2,55513,55513,0,K-12 School,76,24.100000381,23.399999619,1490934,1444802,67.599998474,65.5,K-12 School,61785,,,,,423447,0,0,K-12 School,No Issue,Compliant,1444801,0,0.1,3.9
163,2018,FIRE STATION 10/FAC/EOC,Nonresidential COS,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,DOWNTOWN,1,2006,4,61156,61156,0,Fire Station,,154,152.699996948,8923152,8849525,358.100006104,359.200012207,Fire Station,30301,Office,27659,,,1930407,0,22630,Fire Station,No Issue,Compliant,6586549,2262976,2.3,137.8
167,2018,WING LUKE MUSEUM/KONG YICK BLDG.,NonResidential,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,DOWNTOWN,2,1910,4,72820,59000,13820,Museum,,27.200000763,26.700000763,1574920,1546257,61.200000763,60.700000763,Museum,58000,,,,,317430,0,4632,Museum,No Issue,Compliant,1083072,463185,0.5,27.5
168,2018,HAMPTON INN & SUITES,NonResidential,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,MAGNOLIA / QUEEN ANNE,1,1996,4,162222,148022,14200,Hotel,97,50,50,5686356,5686356,99,99,Hotel,113702,Parking,32692,,,884936,0,26670,Hotel,No Issue,Compliant,3019403,2666953,1,149.7
169,2018,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,SOUTHEAST,2,1990,4,289588,289588,0,K-12 School,93,25.799999237,25,7463115,7245292,58.099998474,57.299999237,K-12 School,289588,,,,,1505188,0,21096,K-12 School,No Issue,Compliant,5135701,2109592,0.4,125.8
170,2018,SEATTLE CENTRAL COLLEGE - FINE ARTS BLDG,NonResidential,801 E PINE ST,SEATTLE,WA,98122,47.61495,-122.32177,EAST,1,1915,3,64820,64820,0,College/University,,57.700000763,55.5,3739678,3600283,116.699996948,114.5,College/University,50820,Performing Arts,14000,,,609739,0,15199,College/University,No Issue,Compliant,2080429,1519854,1.3,86.3
172,2018,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,Campus,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,DELRIDGE NEIGHBORHOODS,1,1970,2,529343,529343,0,College/University,,67.900001526,66,35956032,34918664,140.199996948,137.399993896,College/University,529343,,,,,6038775,0,143144,College/University,No Issue,Compliant,20604300,14314366,1.5,815.2
173,2018,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,NORTHEAST,1,2002,2,96300,96300,0,Office,,166.899993896,166.5,16228430,16189953,401.100006104,402.700012207,Office,92300,Data Center,4944,,,3710922,0,35283,Office,No Issue,Compliant,12661666,3528285,2.3,221.2
174,2018,CSC Vehicle Maintenance (E),Nonresidential COS,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,GREATER DUWAMISH,1,1950,1,67356,67356,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,91.699996948,86.400001526,6215522,5853944,145.600006104,139.199996948,"Repair Services (Vehicle, Shoe, Locksmith, etc)",67772,,,,,550570,0,39754,"Repair Services (Vehicle, Shoe, Locksmith, etc)",No Issue,Compliant,1878544,3975400,3.2,216.1
175,2018,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,CENTRAL,3,2008,3,254523,254523,0,K-12 School,66,44.900001526,43.200000763,11588689,11138574,93,90.599998474,K-12 School,258107,,,,,1956338,0,44635,K-12 School,No Issue,Compliant,6675025,4463548,1,254.9
176,2018,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,SOUTHEAST,1,2001,3,78804,78804,0,K-12 School,68,32.799999237,32,2584698,2521479,70.900001526,70.099998474,K-12 School,78804,,,,,481195,0,8796,K-12 School,No Issue,Compliant,1641838,879641,0.6,51.1
177,2018,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,CENTRAL,1,2002,3,66994,66994,0,K-12 School,78,29.899999619,29.299999237,2038272,1994152,71,70.300003052,K-12 School,68127,,,,,451218,0,4546,K-12 School,No Issue,Compliant,1539557,454595,0.4,28.3
178,2018,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,GREATER DUWAMISH,1,2000,3,98357,98357,0,K-12 School,78,35.400001526,34.099998474,3480769,3357365,67.400001526,66.099998474,K-12 School,98357,,,,,497707,0,16592,K-12 School,No Issue,Compliant,1698177,1659188,0.9,92.7
179,2018,UNION GOSPEL MISSION ASSN,NonResidential,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,GREATER DUWAMISH,2,1958,1,54765,54765,0,Office,,89.599998474,88.400001526,4547646,4487235,220.5,219.199996948,Office,25765,Other,25000,,,1074934,0,8196,Office,No Issue,Compliant,3667675,819559,1,53.3
180,2018,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,GREATER DUWAMISH,2,2009,5,89821,89821,0,Other - Lodging/Residential,,25.799999237,24.799999237,2299586,2206098,28.600000381,27.399999619,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,21204,0,21337,Other - Lodging/Residential,No Issue,Compliant,72349,2133749,1.3,113.5
182,2018,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,7,1980,2,52611,52611,0,College/University,,74.400001526,72.5,3913007,3814807,154.600006104,152.699996948,College/University,52611,,,,,674506,0,15134,College/University,No Issue,Compliant,2301413,1513394,1.6,86.5
183,2018,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",Multifamily LR (1-4),362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,7,2001,4,139600,102100,37500,Residence Hall/Dormitory,89,35.099998474,33.700000763,4759197,4563306,67.300003052,65.099998474,Residence Hall/Dormitory,135520,,,,,675971,0,22569,Residence Hall/Dormitory,No Issue,Compliant,2306412,2256894,1.2,126
185,2018,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,NORTH,1,2011,2,236758,236758,0,K-12 School,86,29.5,28.399999619,7151396,6870815,60.200000763,58.5,K-12 School,242134,Parking,0,,,1162735,0,29036,K-12 School,No Issue,Compliant,3967252,2903562,0.7,164.8
187,2018,KING COUNTY YOUTH SERVICES - CAMPUS,Campus,1211 E ALDER ST,SEATTLE,WA,98122,47.60462,-122.31549,CENTRAL,1,1971,6,250981,250981,0,Other,,61.200000763,59.400001526,13219030,12825968,131,128.800003052,Other,137565,Courthouse,78357,,,2288194,4447650,5710,Other,No Issue,Compliant,7807318,571000,1.1,287.6
189,2018,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,NORTHWEST,6,2002,3,62526,62526,0,K-12 School,76,33,31.600000381,2065849,1975738,67.400001526,65.400001526,K-12 School,62526,,,,,337723,0,8234,K-12 School,No Issue,Compliant,1152311,823428,0.7,46.8
190,2018,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,GREATER DUWAMISH,1,2007,3,64015,64015,0,Mixed Use Property,37,39.900001526,39.5,2418106,2392246,100.900001526,100.400001526,Office,24419,Non-Refrigerated Warehouse,21720,Other - Services,14480,598930,0,3487,Mixed Use Property,No Issue,Compliant,2043548,348698,0.4,24
194,2018,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,NORTH,5,1951,1,530039,530039,0,Retail Store,92,55.099998474,54.5,29208644,28883720,106.400001526,106.099998474,Retail Store,505103,Restaurant,24936,,,4340436,0,140742,Retail Store,No Issue,Compliant,14809568,14074152,1.5,787
195,2018,KINDRED HOSPITAL,NonResidential,10631 8TH AVE NE,SEATTLE,WA,98125,47.7066,-122.321,NORTH,5,1964,3,54224,54224,0,Other/Specialty Hospital,,124.900001526,122.300003052,5869804,5749292,248,245.300003052,Other/Specialty Hospital,47012,,,,,920597,0,26082,Other/Specialty Hospital,No Issue,Compliant,3141077,2608215,2.7,146.9
197,2018,NORDSTROM NORTHGATE 002,NonResidential,301 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70619,-122.32586,NORTH,1,1965,4,124342,124342,0,Retail Store,30,71,71.900001526,8667062,8771484,196.899993896,199.5,Retail Store,122000,,,,,2532896,0,1292,Retail Store,No Issue,Compliant,8642241,129243,0.2,29.9
198,2018,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,1,1953,10,879000,879000,0,Hospital (General Medical & Surgical),19,281.899993896,280.299987793,252939408,251523536,500.700012207,502,Hospital (General Medical & Surgical),897371,,,,,31212440,0,1450267,Hospital (General Medical & Surgical),No Issue,Compliant,106496845,145026700,9.1,7986.7
200,2018,Verity Credit Union,NonResidential,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,1,1996,3,55442,39017,16425,Financial Office,77,84.900001526,84.099998474,3163540,3135920,172,171.199996948,Financial Office,28636,Parking,15385,Medical Office,8644,517392,0,13706,Financial Office,No Issue,Compliant,1765340,1370580,2,77.5
205,2018,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,6,1999,2,242795,242795,0,K-12 School,78,31.200000763,30.399999619,7800045,7593424,80.199996948,78.300003052,K-12 School,249693,,,,,1936938,0,9846,K-12 School,No Issue,Compliant,6608832,984592,0.3,69.9
209,2018,MADISON SELF STORAGE (NOT PART OF CAMPUS),NonResidential,1111 E MADISON ST,SEATTLE,WA,98122,47.61233,-122.3171,EAST,1,1910,5,84870,84870,0,Self-Storage Facility,,20.200000763,19.399999619,1726033,1662674,36.700000763,35.900001526,Self-Storage Facility,85521,,,,,222237,0,9044,Self-Storage Facility,No Issue,Compliant,758273,904401,0.6,50.1
211,2018,NORTH SEATTLE COLLEGE - CAMPUS,Campus,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,NORTHWEST,1,1970,2,694072,582447,111625,College/University,,66.400001526,64.599998474,43362756,42186536,160.199996948,156.899993896,College/University,653167,,,,,9748726,0,89239,College/University,No Issue,Compliant,33262653,8923883,1,562.7
212,2018,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,1,1952,2,173185,173185,0,K-12 School,77,43.099998474,41,7462912,7095286,59.900001526,57.700000763,K-12 School,173185,,,,,425748,0,56426,K-12 School,No Issue,Compliant,1452652,5642633,1.8,303.6
214,2018,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,145341,145341,0,K-12 School,84,36.299999237,34.599998474,4696668,4469764,60.599998474,58.5,K-12 School,129213,,,,,479370,0,28342,K-12 School,No Issue,Compliant,1635611,2834153,1.1,154.9
215,2018,RAINIER BOTTLING PLANT,NonResidential,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,GREATER DUWAMISH,1,1904,4,114297,114297,0,,,,,,,,,,,,,,,0,0,0,,Portfolio Manager Not Connected to the City of Seattle,Not Compliant,0,0,0,0
216,2018,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,184125,184125,0,K-12 School,72,48.700000763,45.700000763,8920954,8383711,75.900001526,72.800003052,K-12 School,183357,,,,,761925,0,57840,K-12 School,No Issue,Compliant,2599689,5784022,1.7,314.1
217,2018,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,1,1959,1,160270,160270,0,K-12 School,95,29.5,27.799999237,5128972,4835158,44.299999237,42.200000763,K-12 School,173750,,,,,378272,0,35445,K-12 School,No Issue,Compliant,1290663,3544495,1.2,191.7
220,2018,SODO ROW,NonResidential,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,1,1937,1,234144,234144,0,Non-Refrigerated Warehouse,89,18.399999619,16.899999619,4309270,3954128,23,21.299999237,Non-Refrigerated Warehouse,234144,,,,,139241,0,34790,Non-Refrigerated Warehouse,No Issue,Compliant,475091,3479038,0.8,186
223,2018,WESTWOOD VILLAGE - BLDG A,NonResidential,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,64984,64984,0,Retail Store,69,42.5,42.400001526,2781845,2776261,108.400001526,109,Retail Store,65425,,,,,706146,0,3669,Retail Store,No Issue,Compliant,2409370,366891,0.4,25.9
224,2018,WESTWOOD VILLAGE - BLDG B (Includes QFC),NonResidential,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,67745,67745,0,Retail Store,8,150.399993896,148.100006104,10191043,10041063,229.100006104,228,Retail Store,67782,,,,,822541,0,72346,Retail Store,No Issue,Compliant,2806509,7234554,5.8,391.7
225,2018,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,367884,367884,0,K-12 School,81,33,31.899999619,12125272,11738394,69.800003052,68.699996948,K-12 School,367884,,,,,2169460,0,43362,K-12 School,No Issue,Compliant,7402198,4336197,0.7,250.1
226,2018,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,46797,46797,0,K-12 School,78,48.5,45.799999237,2268118,2143212,77.199996948,73.300003052,K-12 School,46797,,,,,197775,0,14684,K-12 School,No Issue,Compliant,674809,1468403,1.7,79.8
