OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
113,2022,KCTS 9,NonResidential,1988200705,401 MERCER ST,SEATTLE,WA,98109,47.62391,-122.34837,MAGNOLIA / QUEEN ANNE,7,1986,2,1,66240,63888,2352,,56.5,56.5,3145573,3145573,158.3000031,158.3000031,Other,Other,55632,Parking,0,NA,,921915,,,Compliant,No Issue,3145573,,12.1,0.19
114,2022,BILL & MELINDA GATES FOUNDATION,NonResidential,1988201155,500 5TH AVE N,SEATTLE,WA,98109,47.62419,-122.34443,MAGNOLIA / QUEEN ANNE,7,2010,6,1,920598,616891,303707,76,63.70000076,64.59999847,47525848,46855024,131.6999969,132.3999939,Office,Office,735584,Parking,185014,Other,6000,7947407,,204093,Compliant,No Issue,27116553,20409300,1187.9,1.93
115,2022,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,NonResidential,1989200850,221 1ST AVE W,SEATTLE,WA,98119,47.62053,-122.35842,MAGNOLIA / QUEEN ANNE,7,1970,4,1,76213,50283,25930,68,62,63.29999924,3224302,3159450,143.1999969,144.6000061,Office,Office,48546,Parking,21454,Other,2406,666604,,9498,Compliant,No Issue,2274452,949850,59.2,1.18
116,2022,THE MEDITERRANEAN INN,NonResidential,1989201125,425 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.62291,-122.35708,MAGNOLIA / QUEEN ANNE,7,2002,6,1,127200,81560,45640,79,60.29999924,60.09999847,4902622,4918878,114.4000015,114.1999969,Hotel,Hotel,79696,Parking,45640,Other - Restaurant/Bar,1864,698058,,25208,Compliant,No Issue,2381774,2520850,143,1.75
117,2022,UNIVERSITY INN,NonResidential,1142001871,4140 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.65772,-122.31756,NORTHEAST,4,1962,4,2,71403,60953,10450,92,30.5,30.5,1856521,1856521,85.30000305,85.30000305,Hotel,Hotel,52953,Restaurant,8000,Parking,0,544115,,16652,Compliant,No Issue,1856521,1665240,95.6,1.57
118,2022,PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),SPS-District K-12,1324039116,1901 SW GENESEE ST,SEATTLE,WA,98106,47.5636,-122.358,DELRIDGE NEIGHBORHOODS,1,1999,3,1,75364,75364,0,81,27.20000076,27.39999962,1973604,1960043,70.80000305,71.30000305,K-12 School,K-12 School,72120,NA,,NA,,514137,,2194,Compliant,No Issue,1754235,219370,18.4,0.24
119,2022,ST JOSEPH K-8 SCHOOL,NonResidential,1336800825,700 18TH AVE E,SEATTLE,WA,98112,47.62548,-122.30828,EAST,3,1923,3,1,67743,67743,0,29,49.90000153,52.20000076,3536044,3377642,88.30000305,90.69999695,K-12 School,K-12 School,67743,NA,,NA,,407514,,21456,Compliant,No Issue,1390438,2145610,119.3,1.76
120,2022,HOLY NAMES ACADEMY,NonResidential,1338800660,728 21ST AVE E,SEATTLE,WA,98112,47.62644,-122.30429,EAST,3,1908,6,1,168239,161514,6725,92,45,47.09999847,7603829,7274775,75.09999847,77.5,K-12 School,K-12 School,161514,Parking,94411,NA,,758704,,50151,Compliant,No Issue,2588698,5015130,276.3,1.71
121,2022,THE 2100 BUILDING,NonResidential,1498303116,2100 24TH AVE S,SEATTLE,WA,98144,47.58408,-122.30125,SOUTHEAST,3,2003,3,1,99433,63681,35752,22,75.90000153,77.19999695,4917300,4835346,212.6000061,216.1999969,Office,Office,63681,Parking,35752,NA,,1441178,,,Compliant,No Issue,4917299,,18.9,0.3
122,2022,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,1524049002,3301 S HORTON ST,SEATTLE,WA,98144,47.57324,-122.29058,SOUTHEAST,2,1991,2,1,60725,60725,0,51,33.79999924,34.59999847,2025669,1980245,94.59999847,96.80000305,K-12 School,K-12 School,58602,NA,,NA,,593690,,,Compliant,No Issue,2025669,,7.8,0.13
125,2022,MERCER MIDDLE (SPS-DISTRICT),SPS-District K-12,1624049214,1600 S COLUMBIAN WAY,SEATTLE,WA,98108,47.56413,-122.31208,GREATER DUWAMISH,2,1957,1,1,130862,130862,0,45,56.40000153,59.29999924,8479992,8065840,88.90000153,92.40000153,K-12 School,K-12 School,142925,NA,,NA,,721341,,60188,Compliant,No Issue,2461214,6018780,329.1,2.51
127,2022,ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1704900242,5215 46TH AVE S,SEATTLE,WA,98118,47.55478,-122.27596,SOUTHEAST,2,1989,3,1,59955,59955,0,51,32.5,34.79999924,2133068,1992770,85.09999847,90.80000305,K-12 School,K-12 School,61327,NA,,NA,,557080,,2323,Compliant,No Issue,1900758,232310,19.6,0.33
130,2022,MCCLURE MIDDLE (SPS-DISTRICT),SPS-District K-12,1794501220,1915 1ST AVE W,SEATTLE,WA,98119,47.63683,-122.35896,MAGNOLIA / QUEEN ANNE,7,1964,2,1,93218,93218,0,52,49.09999847,51.29999924,4836830,4630694,78.19999695,80.5,K-12 School,K-12 School,94263,NA,,NA,,420930,,34006,Compliant,No Issue,1436212,3400620,186.1,2
131,2022,CENTURYLINK: LAKEVIEW MAIN,NonResidential,1797500625,1208 NE 64TH ST,SEATTLE,WA,98115,47.67524,-122.31534,NORTHEAST,4,1941,4,1,56521,56521,0,,89.90000153,89.90000153,5079238,5079238,251.6000061,251.6000061,Data Center,Data Center,41572,Office,14949,NA,,1488640,,,Compliant,No Issue,5079240,,19.5,0.34
132,2022,ROOSEVELT SQUARE,NonResidential,1797500715,6417 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.67559,-122.31769,NORTHEAST,4,1929,2,1,228385,128315,100070,,,,,,,,Supermarket/Grocery Store,Supermarket/Grocery Store,129396,Parking,0,NA,,3906721,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",13329732,,51.1,0.4
136,2022,KING COUNTY- MARY PILGRIM HOUSING,NonResidential,1926049012,14115 AURORA AVE N,SEATTLE,WA,98133,47.73141,-122.3458,NORTHWEST,5,2001,4,1,51390,51390,0,91,38.20000076,40.09999847,2059222,1962693,86.69999695,90.80000305,Multifamily Housing,Multifamily Housing,51390,NA,,NA,,419633,,6274,Not Compliant,Account Requires Verification,1431786,627440,38.8,0.76
137,2022,BROADVIEW THOMSON K-8 (SPS-DISTRICT),SPS-District K-12,1926049025,13052 GREENWOOD AVE N,SEATTLE,WA,98133,47.72463,-122.35315,NORTHWEST,5,1963,2,1,131013,131013,0,95,24.70000076,24.70000076,3278209,3278209,49.90000153,49.90000153,K-12 School,K-12 School,132672,NA,,NA,,533358,,14584,Compliant,No Issue,1819819,1458390,84.4,0.64
138,2022,INGRAHAM HIGH (SPS-DISTRICT),SPS-District K-12,1926049321,1819 N 135TH ST,SEATTLE,WA,98133,47.7257,-122.33684,NORTHWEST,5,1959,1,1,245587,245587,0,80,52.09999847,52.90000153,14248368,14044288,79.40000153,80.19999695,K-12 School,K-12 School,269361,NA,,NA,,1112961,,104510,Compliant,No Issue,3797423,10450950,569.6,2.32
139,2022,KING COUNTY- NORTHGATE HOUSING,NonResidential,1926049434,13300 STONE AVE N,SEATTLE,WA,98133,47.72529,-122.34115,NORTHWEST,5,2002,3,1,69138,69138,0,98,30.29999924,30.29999924,2097192,2097192,74.09999847,74.09999847,Multifamily Housing,Multifamily Housing,69138,NA,,NA,,489232,,4279,Not Compliant,Account Requires Verification,1669261,427930,29.1,0.42
140,2022,B F DAY ELEMENTARY (SPS-DISTRICT),SPS-District K-12,1931301145,3921 LINDEN AVE N,SEATTLE,WA,98103,47.65464,-122.34912,LAKE UNION,6,1991,3,1,66588,66588,0,36,39.90000153,42.29999924,2760630,2598430,111.5999985,118.5999985,K-12 School,K-12 School,65188,NA,,NA,,809094,,,Compliant,No Issue,2760630,,10.6,0.16
141,2022,HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,1932300245,7740 34TH AVE SW,SEATTLE,WA,98126,47.53284,-122.37493,DELRIDGE NEIGHBORHOODS,1,1926,3,0,44324,44324,0,,35.40000153,36.79999924,1866672,1796539,71.30000305,73,K-12 School,K-12 School,50742,NA,,NA,,292487,,8687,Compliant,No Issue,997965,868710,50,1.13
142,2022,SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,NonResidential,1972204390,3414 3RD AVE W,SEATTLE,WA,98119,47.65115,-122.36037,MAGNOLIA / QUEEN ANNE,7,1927,2,0,82746,82746,0,,109.0999985,111.8000031,9254855,9025432,192.8999939,195.8000031,College/University,College/University,82746,NA,,NA,,1086088,,55491,Compliant,No Issue,3705732,5549120,308.9,3.73
144,2022,ALEXIS HOTEL,NonResidential,1974600035,1007 1ST AVE,SEATTLE,WA,98104,47.6048,-122.3368,DOWNTOWN,7,1904,5,2,182237,169037,13200,100,22.20000076,23.29999924,4445826,4244356,56.59999847,59.09999847,Hotel,Hotel,169037,Enclosed Mall,21943,NA,,1107408,,6674,Compliant,No Issue,3778476,667350,49.9,0.3
145,2022,BENAROYA HALL,Nonresidential COS,1974700025,1301 3RD AVE,SEATTLE,WA,98101,47.60804,-122.3367,DOWNTOWN,7,1998,6,1,174000,174000,0,,69.5,71,12991102,12712350,153.3999939,155.3000031,Performing Arts,Performing Arts,183010,Parking,153719,Social/Meeting Hall,9380,2351358,4795586,1727,Compliant,No Issue,8022833,172680,428.4,2.46
147,2022,SWEDISH MEDICAL CENTER BALLARD - CAMPUS,Campus,2767703875,5300 TALLMAN AVE NW,SEATTLE,WA,98107,47.66737,-122.37956,BALLARD,6,1954,5,2,451526,302661,148865,34,,209.1999969,63329264,,,407.6000061,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),302661,Parking,148865,NA,,9522973,,308369,Compliant,No Issue,32492384,30836881,1762.4,5.82
148,2022,WEST WOODLAND PARK ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2768000375,5601 5TH AVE NW,SEATTLE,WA,98107,47.6706,-122.36225,SHARED: BALLARD & NORTHWEST,6,1991,2,1,55513,55513,0,66,25.79999924,26.70000076,2113755,2047861,72.30000305,74.59999847,K-12 School,K-12 School,79292,NA,,NA,,619506,,,Compliant,No Issue,2113755,,8.1,0.15
163,2022,FIRE STATION 10/FAC/EOC,Nonresidential COS,5247801465,400 S WASHINGTON ST,SEATTLE,WA,98104,47.60102,-122.32873,DOWNTOWN,2,2006,4,1,61156,61156,0,,142.1999969,145.8999939,8459178,8243874,333.8999939,339.7999878,Fire Station,Fire Station,30301,Office,27659,NA,,1811106,,22797,Compliant,No Issue,6179494,2279690,144.8,2.37
167,2022,WING LUKE MUSEUM/KONG YICK BLDG.,NonResidential,5247802715,719 S KING ST,SEATTLE,WA,98104,47.59809,-122.32283,DOWNTOWN,2,1910,4,1,72820,59000,13820,,26.79999924,28.20000076,1584848,1506033,58.40000153,59.90000153,Museum,Museum,56200,NA,,NA,,285145,,6119,Compliant,No Issue,972914,611930,36.2,0.61
168,2022,HAMPTON INN & SUITES,NonResidential,5458300285,700 5TH AVE N,SEATTLE,WA,98109,47.62614,-122.3467,MAGNOLIA / QUEEN ANNE,7,1996,4,1,162222,148022,14200,97,47.90000153,47.90000153,5451525,5451525,101,101,Hotel,Hotel,113702,Parking,40911,NA,,963910,,21627,Compliant,No Issue,3288861,2162660,127.5,0.86
169,2022,FRANKLIN HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,5700000455,3013 S MOUNT BAKER BLVD,SEATTLE,WA,98144,47.57589,-122.29365,SOUTHEAST,2,1990,4,1,289588,289588,0,85,30.10000038,31.20000076,8265943,7997517,72.19999695,73.40000153,K-12 School,K-12 School,265346,NA,,NA,,1809572,,20917,Compliant,No Issue,6174260,2091680,134.8,0.47
171,2022,SEATTLE CENTRAL COMMUNITY COLLEGE MASTER CAMPUS ID (Benchmarking),Campus,6003001130,1500 HARVARD AVE,SEATTLE,WA,98122,47.61438,-122.32174,EAST,3,1925,3,5,122976,122976,0,,74.59999847,76.59999847,60510536,58890836,139,141.3000031,College/University,College/University,789897,NA,,NA,,7599313,17807988,167737,Compliant,No Issue,25928856,16773691,2432.7,19.78
172,2022,SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,Campus,6171900005,6000 16TH AVE SW,SEATTLE,WA,98106,47.547,-122.35307,DELRIDGE NEIGHBORHOODS,1,1970,2,27,529343,529343,0,,,,,,,,College/University,College/University,529343,NA,,NA,,4728303,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",16132970,,61.9,0.12
173,2022,SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),NonResidential,6418100005,6901 SAND POINT WAY NE,SEATTLE,WA,98115,47.67836,-122.26442,NORTHEAST,4,2002,2,1,96300,96300,0,,69.69999695,69.69999695,6708088,6716214,175.6999969,175.1999969,Office,Office,96300,Data Center,0,NA,,1645653,,10931,Compliant,No Issue,5614968,1093120,79.6,0.83
174,2022,CSC Vehicle Maintenance (E),Nonresidential COS,6834700175,805 S DEARBORN ST,SEATTLE,WA,98134,47.59545,-122.32146,GREATER DUWAMISH,2,1950,1,1,67356,67356,0,,73.30000305,78.90000153,5347511,4965548,124.6999969,131.8000031,NA,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",67772,NA,,NA,,555980,,34505,Compliant,No Issue,1897003,3450510,190.5,2.83
175,2022,GARFIELD HIGH (SPS-DISTRICT),SPS-District K-12,6840701230,400 23RD AVE,SEATTLE,WA,98122,47.60598,-122.30156,CENTRAL,3,2008,3,1,254523,254523,0,59,54.29999924,56.20000076,14357471,13879154,100.8000031,102.8000031,K-12 School,K-12 School,255419,NA,,NA,,1871952,,79704,Compliant,No Issue,6387100,7970370,447.8,1.76
176,2022,EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,7129302300,9709 60TH AVE S,SEATTLE,WA,98118,47.51482,-122.25864,SOUTHEAST,2,2001,3,1,78804,78804,0,49,51.5,52.79999924,4159435,4058934,89.30000305,90.59999847,K-12 School,K-12 School,78804,NA,,NA,,464814,,25735,Compliant,No Issue,1585945,2573490,142.8,1.81
177,2022,MADRONA SCHOOL (SPS-DISTRICT),SPS-District K-12,7152200350,1121 33RD AVE,SEATTLE,WA,98122,47.61224,-122.29087,CENTRAL,3,2002,3,1,66994,66994,0,50,44.70000076,46.20000076,3145318,3046509,100.0999985,101.6999969,K-12 School,K-12 School,68127,NA,,NA,,606894,,10746,Compliant,No Issue,2070723,1074590,65,0.97
178,2022,VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),SPS-District K-12,7243500230,8311 BEACON AVE S,SEATTLE,WA,98118,47.52915,-122.28904,GREATER DUWAMISH,2,2000,3,1,103166,103166,0,59,46.40000153,48.70000076,5020773,4786407,84.69999695,87.09999847,K-12 School,K-12 School,103166,NA,,NA,,621885,,28989,Compliant,No Issue,2121871,2898900,162.1,1.57
179,2022,UNION GOSPEL MISSION ASSN - ADMIN BUILDING,NonResidential,7378600265,3800 S OTHELLO ST,SEATTLE,WA,98118,47.53827,-122.28406,GREATER DUWAMISH,2,1958,1,1,54765,54765,0,,,,,,,,Worship Facility,Worship Facility,29000,Office,25765,NA,,930896,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",3176219,,12.2,0.22
180,2022,UNION GOSPEL MISSION ASSN / HOPE PLACE,NonResidential,7378600265,3802 S OTHELLO ST,SEATTLE,WA,98118,47.53722,-122.284,GREATER DUWAMISH,2,2009,5,1,89821,89821,0,,,,,,,,Other - Lodging/Residential,Other - Lodging/Residential,46483,Office,37938,Food Service,4579,22504,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",76785,,0.3,
182,2022,SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,NonResidential,7443000070,3469 3RD AVE W,SEATTLE,WA,98119,47.65147,-122.36122,MAGNOLIA / QUEEN ANNE,7,1980,2,1,52611,52611,0,,104.9000015,108.6999969,5719810,5520681,183.1999969,187.1999969,College/University,College/University,52611,NA,,NA,,643225,,35251,Compliant,No Issue,2194683,3525130,195.6,3.72
183,2022,"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",Multifamily LR (1-4),7443000375,362 W EMERSON ST,SEATTLE,WA,98119,47.65068,-122.36331,MAGNOLIA / QUEEN ANNE,7,2001,4,1,135520,92287,43233,88,43.20000076,43.79999924,4045297,3987388,90.19999695,91.30000305,Multifamily LR (1-4),Residence Hall/Dormitory,92287,Parking,43233,NA,,699471,,16587,Compliant,No Issue,2386596,1658700,97.2,1.05
185,2022,NATHAN HALE HIGH (SPS-DISTRICT),SPS-District K-12,2826049152,10750 30TH AVE NE,SEATTLE,WA,98125,47.70763,-122.29453,NORTH,5,2011,2,1,236758,236758,0,60,48.09999847,50.20000076,12292757,11764988,84.59999847,86.90000153,K-12 School,K-12 School,244739,Parking,0,NA,,1398370,,75215,Compliant,No Issue,4771238,7521520,417.8,1.76
189,2022,GREENWOOD ELEMENTARY (SPS-DISTRICT),SPS-District K-12,2919200635,144 NW 80TH ST,SEATTLE,WA,98117,47.68725,-122.35996,NORTHWEST,6,2002,3,1,62526,62526,0,57,46.70000076,47.5,2890499,2840033,86.30000305,87.19999695,K-12 School,K-12 School,60834,NA,,NA,,379757,,15948,Compliant,No Issue,1295730,1594770,89.7,1.43
190,2022,WEBSTER ST BUILDING (CEDAR GROVE),NonResidential,2924049043,7343 E MARGINAL WAY S,SEATTLE,WA,98108,47.536,-122.31768,GREATER DUWAMISH,2,2007,3,1,64015,64015,0,,,,,,,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36200,Office,24419,NA,,582011,,,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1985821,,7.6,0.12
194,2022,NORTHGATE MALL SHOPPING CENTER RETAIL STORES  - ACTIVE/PRIMARY ID,Campus,2926049025,401 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70759,-122.3255,NORTH,5,1951,1,1,530039,530039,0,100,11.60000038,11.69999981,6222053,6152006,26.79999924,26.89999962,Retail Store,Retail Store,505103,Restaurant,24936,NA,,1294713,,18045,Compliant,No Issue,4417561,1804490,112.8,0.21
198,2022,SEATTLE CHILDREN'S HOSPITAL  (MAIN CAMPUS),Campus,2982800005,4800 SAND POINT WAY NE,SEATTLE,WA,98105,47.66231,-122.28146,NORTHEAST,4,1953,10,10,879000,879000,0,23,263,266.3999939,239049424,236038560,481.8999939,485.2999878,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),897371,NA,,NA,,30901710,,1336128,Compliant,No Issue,105436635,133612800,7500.6,8.53
200,2022,Verity Credit Union,NonResidential,3026049024,11027 MERIDIAN AVE N,SEATTLE,WA,98133,47.70956,-122.3345,NORTHWEST,5,1996,3,1,55442,39017,16425,81,80.40000153,81.80000305,3050575,2997644,158.8000031,160.3000031,Financial Office,Financial Office,28636,Medical Office,8644,NA,,464236,,14666,Compliant,No Issue,1583973,1466600,84,2.15
205,2022,BALLARD HIGH (SPS-DISTRICT),SPS-District K-12,3050700050,1418 NW 65TH ST,SEATTLE,WA,98117,47.67661,-122.37489,BALLARD,6,1999,2,1,242795,242795,0,64,40.59999847,41.20000076,10296043,10146122,96.5,97.80000305,K-12 School,K-12 School,249963,NA,,NA,,2431743,,19989,Compliant,No Issue,8297107,1998940,138,0.57
209,2022,SEATTLE UNIVERSITY - Madison Building (MADI),NonResidential,3225049002,1125 12TH AVE,SEATTLE,WA,98122,47.61239,-122.31708,EAST,3,1910,5,1,84870,84870,0,,21.5,22.20000076,1878655,1812153,39.20000076,40,Self-Storage Facility,Self-Storage Facility,74705,Retail Store,9752,NA,,235515,,10751,Compliant,No Issue,803576,1075080,60.2,0.71
211,2022,NORTH SEATTLE COLLEGE - CAMPUS,Campus,3226049021,9600 COLLEGE WAY N,SEATTLE,WA,98103,47.69936,-122.33401,NORTHWEST,5,1970,2,11,694072,582447,111625,,48.70000076,49.70000076,32451330,31777636,116.5,118.6999969,College/University,College/University,653167,NA,,NA,,7282691,,76028,Compliant,No Issue,24848542,7602790,499.1,0.86
212,2022,AKI KUROSE MIDDLE (SPS-DISTRICT),SPS-District K-12,3332501090,3928 S GRAHAM ST,SEATTLE,WA,98118,47.54632,-122.28198,SOUTHEAST,2,1952,2,1,173185,173185,0,48,61.20000076,64.5,11071347,10504058,81.30000305,84.80000305,K-12 School,K-12 School,171523,NA,,NA,,488391,,94050,Compliant,No Issue,1666390,9404960,505.9,2.92
214,2022,BOREN STEM K-8 (SPS-DISTRICT),SPS-District K-12,3438501230,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,47.54862,-122.36214,DELRIDGE NEIGHBORHOODS,1,1963,1,1,145341,145341,0,60,55.40000153,58.79999924,7023139,6623532,82.09999847,85.80000305,K-12 School,K-12 School,119514,NA,,NA,,482211,,53778,Compliant,No Issue,1645303,5377840,291.9,2.01
215,2022,RAINIER BOTTLING PLANT,NonResidential,3466800065,5628 AIRPORT WAY S,SEATTLE,WA,98108,47.55152,-122.31869,GREATER DUWAMISH,2,1904,4,1,114297,114297,0,,,,,,,,NA,NA,,NA,,NA,,,,,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,,,,
216,2022,RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT),SPS-District K-12,3524049149,8815 SEWARD PARK AVE S,SEATTLE,WA,98118,47.52407,-122.26586,SOUTHEAST,2,1960,2,1,184125,184125,0,72,45.90000153,48.20000076,9143250,8699296,73.40000153,75.90000153,K-12 School,K-12 School,189592,NA,,NA,,801451,,64087,Compliant,No Issue,2734551,6408700,350.9,1.91
217,2022,WHITMAN MIDDLE (SPS-DISTRICT),SPS-District K-12,3526039131,9201 15TH AVE NW,SEATTLE,WA,98117,47.69675,-122.3776,BALLARD,6,1959,1,1,160270,160270,0,76,47.29999924,48.79999924,7068398,6856056,67.09999847,68.80000305,K-12 School,K-12 School,144936,NA,,NA,,427488,,56098,Compliant,No Issue,1458589,5609810,303.5,1.89
220,2022,Terreno 1st Ave South,NonResidential,3573700006,4786 1ST AVE S,SEATTLE,WA,98134,47.55901,-122.33328,GREATER DUWAMISH,2,1937,1,1,234144,234144,0,91,18.60000038,20,4693132,4356050,26.39999962,27.89999962,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,228266,Office,5878,Parking,0,269092,,37750,Compliant,No Issue,918143,3774990,204,0.87
223,2022,WESTWOOD VILLAGE - BLDG A,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1966,1,1,64984,64984,0,100,11.39999962,11.39999962,740126,740126,31.89999962,31.89999962,Retail Store,Retail Store,64984,NA,,NA,,216918,,,Compliant,No Issue,740126,,2.8,0.04
224,2022,WESTWOOD VILLAGE - BLDG B,NonResidential,3624039009,2600 SW BARTON ST,SEATTLE,WA,98126,47.52254,-122.36627,DELRIDGE NEIGHBORHOODS,1,1965,1,1,67745,67745,0,100,12.60000038,12.60000038,851477,851477,35.20000076,35.20000076,Retail Store,Retail Store,67745,NA,,NA,,249554,,,Compliant,No Issue,851477,,3.3,0.05
225,2022,DENNY/ SEALTH CAMPUS (SPS-DISTRICT),SPS-District K-12,3624039032,2500 SW THISTLE ST,SEATTLE,WA,98106,47.52915,-122.36511,DELRIDGE NEIGHBORHOODS,1,2010,2,1,367884,367884,0,71,43.79999924,44.79999924,16693938,16346303,82.19999695,83.19999695,K-12 School,K-12 School,372897,NA,,NA,,2261166,,89788,Compliant,No Issue,7715098,8978840,506.5,1.38
226,2022,ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),SPS-District K-12,3624039057,9450 30TH AVE SW,SEATTLE,WA,98126,47.51778,-122.37074,DELRIDGE NEIGHBORHOODS,1,1958,1,1,46797,46797,0,81,52,54.70000076,2393088,2274673,72.19999695,75.09999847,K-12 School,K-12 School,43744,NA,,NA,,129098,,19526,Compliant,No Issue,440482,1952610,105.4,2.25
227,2022,WASHINGTON MIDDLE (SPS-DISTRICT),SPS-District K-12,3646100540,2101 S JACKSON ST,SEATTLE,WA,98144,47.59796,-122.30415,CENTRAL,3,1963,3,1,136188,136188,0,71,46.79999924,48.90000153,6970704,6668278,75,77.19999695,K-12 School,K-12 School,142558,NA,,NA,,618447,,48606,Compliant,No Issue,2110142,4860560,266.2,1.95
229,2022,MARTIN LUTHER KING JR (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,3812400550,6725 45TH AVE S,SEATTLE,WA,98118,47.54174,-122.27691,SOUTHEAST,2,2004,2,1,67371,67371,0,59,43.90000153,45.59999847,3220334,3104008,79.30000305,81,K-12 School,K-12 School,70638,NA,,NA,,391841,,18834,Compliant,No Issue,1336962,1883370,105.2,1.56
230,2022,U-HAUL RENTALS & MINI-STORAGE,NonResidential,3874900040,6343 35TH AVE SW,SEATTLE,WA,98126,47.54508,-122.37737,SOUTHWEST,1,1969,2,1,52088,52088,0,,24.60000038,26.5,1382685,1282321,39.59999847,42,Self-Storage Facility,Self-Storage Facility,52088,NA,,NA,,123228,,9622,Compliant,No Issue,420456,962230,52.7,1.01
231,2022,HAMILTON MIDDLE (SPS-DISTRICT),SPS-District K-12,4083301505,1610 N 41ST ST,SEATTLE,WA,98103,47.65708,-122.33803,LAKE UNION,4,2010,3,1,127776,127776,0,38,45.59999847,46,5892680,5841540,100,100.5,K-12 School,K-12 School,128025,NA,,NA,,1120629,,20691,Compliant,No Issue,3823587,2069090,124.6,0.97
232,2022,SILVER CLOUD INN LAKE UNION,NonResidential,4088802955,1150 FAIRVIEW AVE N,SEATTLE,WA,98109,47.62972,-122.32906,LAKE UNION,3,1998,5,1,123920,93920,30000,99,57.5,58.29999924,5473142,5405045,91.80000305,92.5,Hotel,Hotel,93920,Parking,30000,NA,,492959,,37912,Compliant,No Issue,1681977,3791170,207.8,2.21
233,2022,ARMORY BUILDING (MOHAI),Nonresidential COS,4088803210,860 TERRY AVE N,SEATTLE,WA,98109,47.62759,-122.33661,LAKE UNION,3,1900,1,1,52690,52690,0,,146.6999969,154.8000031,8153946,7727136,264.6000061,273.1000061,Museum,Museum,52690,NA,,NA,,976319,,48228,Compliant,No Issue,3331199,4822750,268.9,5.1
235,2022,COURTYARD BY MARRIOTT - SEATTLE,NonResidential,4088803586,925 WESTLAKE AVE N,SEATTLE,WA,98109,47.62782,-122.34045,MAGNOLIA / QUEEN ANNE,7,1998,7,1,207656,153315,54341,86,73.30000305,75.30000305,10666702,10371763,143.6000061,149.3999939,Hotel,Hotel,141591,Parking,66065,NA,,1666882,,49793,Compliant,No Issue,5687401,4979300,286.3,1.87
